Word,Frequency,Ph_Count,Letter_Count,Validity,Script,Language,Listing
sets,38222,NA,4,Word,Native,English,3
relatively,22473,NA,10,Word,Native,English,3
laws,49010,NA,4,Word,Native,English,3
powerful,32105,NA,8,Word,Native,English,3
time,788823,NA,4,Word,Native,English,3
water,105961,NA,5,Word,Native,English,3
blue,89005,NA,4,Word,Native,English,3
grant,22314,NA,5,Word,Native,English,3
grow,24803,NA,4,Word,Native,English,3
thus,68926,NA,4,Word,Native,English,3
display,48971,NA,7,Word,Native,English,3
colors,22947,NA,6,Word,Native,English,3
imagine,34419,NA,7,Word,Native,English,3
small,158742,NA,5,Word,Native,English,3
hello,41649,NA,5,Word,Native,English,3
ahead,25862,NA,5,Word,Native,English,3
everybody,28861,NA,9,Word,Native,English,3
pressure,28433,NA,8,Word,Native,English,3
transfer,33168,NA,8,Word,Native,English,3
master,54412,NA,6,Word,Native,English,3
once,188862,NA,4,Word,Native,English,3
platform,24499,NA,8,Word,Native,English,3
vote,58103,NA,4,Word,Native,English,3
machines,48947,NA,8,Word,Native,English,3
resume,80442,NA,6,Word,Native,English,3
forces,32985,NA,6,Word,Native,English,3
blood,51801,NA,5,Word,Native,English,3
spending,21249,NA,8,Word,Native,English,3
avoid,45327,NA,5,Word,Native,English,3
particular,74278,NA,10,Word,Native,English,3
telling,30726,NA,7,Word,Native,English,3
center,87347,NA,6,Word,Native,English,3
were,663883,NA,4,Word,Native,English,3
audio,34061,NA,5,Word,Native,English,3
knows,66802,NA,5,Word,Native,English,3
what,1325779,NA,4,Word,Native,English,3
running,145182,NA,7,Word,Native,English,3
dragon,29320,NA,6,Word,Native,English,3
notes,42861,NA,5,Word,Native,English,3
files,189348,NA,5,Word,Native,English,3
computing,30035,NA,9,Word,Native,English,3
fill,26443,NA,4,Word,Native,English,3
cable,41840,NA,5,Word,Native,English,3
edge,37877,NA,4,Word,Native,English,3
necessary,60899,NA,9,Word,Native,English,3
near,78062,NA,4,Word,Native,English,3
damn,30471,NA,4,Word,Native,English,3
stuck,21401,NA,5,Word,Native,English,3
wants,60875,NA,5,Word,Native,English,3
been,735347,NA,4,Word,Native,English,3
printing,22497,NA,8,Word,Native,English,3
unique,24825,NA,6,Word,Native,English,3
mouth,34157,NA,5,Word,Native,English,3
king,52583,NA,4,Word,Native,English,3
share,57769,NA,5,Word,Native,English,3
goes,89621,NA,4,Word,Native,English,3
fully,35053,NA,5,Word,Native,English,3
another,286263,NA,7,Word,Native,English,3
root,27384,NA,4,Word,Native,English,3
digital,46328,NA,7,Word,Native,English,3
checked,22266,NA,7,Word,Native,English,3
itself,76297,NA,6,Word,Native,English,3
performed,21262,NA,9,Word,Native,English,3
string,33204,NA,6,Word,Native,English,3
either,192195,NA,6,Word,Native,English,3
connection,52954,NA,10,Word,Native,English,3
change,157119,NA,6,Word,Native,English,3
exchange,36266,NA,8,Word,Native,English,3
when,944467,NA,4,Word,Native,English,3
series,90751,NA,6,Word,Native,English,3
showed,22575,NA,6,Word,Native,English,3
judge,28177,NA,5,Word,Native,English,3
enter,36407,NA,5,Word,Native,English,3
often,117801,NA,5,Word,Native,English,3
directory,78935,NA,9,Word,Native,English,3
type,157464,NA,4,Word,Native,English,3
header,21960,NA,6,Word,Native,English,3
through,305803,NA,7,Word,Native,English,3
cash,39508,NA,4,Word,Native,English,3
college,77818,NA,7,Word,Native,English,3
button,30330,NA,6,Word,Native,English,3
primer,35025,NA,6,Word,Native,English,3
links,23704,NA,5,Word,Native,English,3
easier,46413,NA,6,Word,Native,English,3
please,580704,NA,6,Word,Native,English,3
trip,28399,NA,4,Word,Native,English,3
difference,74565,NA,10,Word,Native,English,3
computer,253358,NA,8,Word,Native,English,3
wide,63297,NA,4,Word,Native,English,3
played,66128,NA,6,Word,Native,English,3
documents,34869,NA,9,Word,Native,English,3
likely,71675,NA,6,Word,Native,English,3
taken,73472,NA,5,Word,Native,English,3
without,254348,NA,7,Word,Native,English,3
minute,29713,NA,6,Word,Native,English,3
direction,30901,NA,9,Word,Native,English,3
standing,24152,NA,8,Word,Native,English,3
person,167439,NA,6,Word,Native,English,3
practice,44294,NA,8,Word,Native,English,3
together,90238,NA,8,Word,Native,English,3
conference,51735,NA,10,Word,Native,English,3
appear,46487,NA,6,Word,Native,English,3
parents,45055,NA,7,Word,Native,English,3
needs,89632,NA,5,Word,Native,English,3
possible,159908,NA,8,Word,Native,English,3
mail,260346,NA,4,Word,Native,English,3
cycle,20451,NA,5,Word,Native,English,3
dollar,23916,NA,6,Word,Native,English,3
included,69433,NA,8,Word,Native,English,3
kill,70815,NA,4,Word,Native,English,3
hill,31346,NA,4,Word,Native,English,3
demo,24690,NA,4,Word,Native,English,3
behind,64875,NA,6,Word,Native,English,3
three,165169,NA,5,Word,Native,English,3
never,303028,NA,5,Word,Native,English,3
floppy,27146,NA,6,Word,Native,English,3
movies,30450,NA,6,Word,Native,English,3
associated,24568,NA,10,Word,Native,English,3
countries,47888,NA,9,Word,Native,English,3
material,59366,NA,8,Word,Native,English,3
taking,70534,NA,6,Word,Native,English,3
marketing,38188,NA,9,Word,Native,English,3
client,68130,NA,6,Word,Native,English,3
beautiful,31342,NA,9,Word,Native,English,3
boards,23212,NA,6,Word,Native,English,3
cases,56347,NA,5,Word,Native,English,3
pulled,24504,NA,6,Word,Native,English,3
shop,27995,NA,4,Word,Native,English,3
license,22780,NA,7,Word,Native,English,3
assuming,25476,NA,8,Word,Native,English,3
young,66849,NA,5,Word,Native,English,3
until,170311,NA,5,Word,Native,English,3
figures,25416,NA,7,Word,Native,English,3
express,25308,NA,7,Word,Native,English,3
five,62706,NA,4,Word,Native,English,3
line,239804,NA,4,Word,Native,English,3
billion,20698,NA,7,Word,Native,English,3
energy,58596,NA,6,Word,Native,English,3
space,113076,NA,5,Word,Native,English,3
play,149546,NA,4,Word,Native,English,3
income,35824,NA,6,Word,Native,English,3
make,520909,NA,4,Word,Native,English,3
pass,48574,NA,4,Word,Native,English,3
lake,21614,NA,4,Word,Native,English,3
activities,32765,NA,10,Word,Native,English,3
serve,27117,NA,5,Word,Native,English,3
quite,155011,NA,5,Word,Native,English,3
curious,20418,NA,7,Word,Native,English,3
complex,29781,NA,7,Word,Native,English,3
servers,32103,NA,7,Word,Native,English,3
color,74865,NA,5,Word,Native,English,3
copy,126341,NA,4,Word,Native,English,3
getting,160518,NA,7,Word,Native,English,3
meet,48215,NA,4,Word,Native,English,3
noticed,37506,NA,7,Word,Native,English,3
submit,23589,NA,6,Word,Native,English,3
business,156876,NA,8,Word,Native,English,3
paying,26011,NA,6,Word,Native,English,3
script,33261,NA,6,Word,Native,English,3
speaking,31235,NA,8,Word,Native,English,3
guys,58720,NA,4,Word,Native,English,3
decided,49697,NA,7,Word,Native,English,3
sure,260476,NA,4,Word,Native,English,3
entry,34588,NA,5,Word,Native,English,3
baby,35810,NA,4,Word,Native,English,3
cells,28772,NA,5,Word,Native,English,3
government,172375,NA,10,Word,Native,English,3
raise,24837,NA,5,Word,Native,English,3
fairly,38992,NA,6,Word,Native,English,3
although,109965,NA,8,Word,Native,English,3
standard,108320,NA,8,Word,Native,English,3
meeting,37663,NA,7,Word,Native,English,3
forum,31556,NA,5,Word,Native,English,3
group,284243,NA,5,Word,Native,English,3
interface,57923,NA,9,Word,Native,English,3
sold,189940,NA,4,Word,Native,English,3
shape,23161,NA,5,Word,Native,English,3
almost,111601,NA,6,Word,Native,English,3
words,99249,NA,5,Word,Native,English,3
article,861595,NA,7,Word,Native,English,3
however,230166,NA,7,Word,Native,English,3
appeared,21332,NA,8,Word,Native,English,3
making,119373,NA,6,Word,Native,English,3
earlier,40303,NA,7,Word,Native,English,3
placed,27615,NA,6,Word,Native,English,3
summer,34481,NA,6,Word,Native,English,3
huge,38161,NA,4,Word,Native,English,3
listed,54165,NA,6,Word,Native,English,3
comment,41761,NA,7,Word,Native,English,3
noted,22938,NA,5,Word,Native,English,3
efforts,22086,NA,7,Word,Native,English,3
main,74094,NA,4,Word,Native,English,3
began,40481,NA,5,Word,Native,English,3
release,76651,NA,7,Word,Native,English,3
apple,65844,NA,5,Word,Native,English,3
product,102292,NA,7,Word,Native,English,3
echo,29638,NA,4,Word,Native,English,3
people,768168,NA,6,Word,Native,English,3
food,59724,NA,4,Word,Native,English,3
want,508123,NA,4,Word,Native,English,3
story,96953,NA,5,Word,Native,English,3
effect,67019,NA,6,Word,Native,English,3
black,160756,NA,5,Word,Native,English,3
proof,28838,NA,5,Word,Native,English,3
software,325439,NA,8,Word,Native,English,3
defense,31710,NA,7,Word,Native,English,3
oracle,25785,NA,6,Word,Native,English,3
several,170923,NA,7,Word,Native,English,3
watch,56974,NA,5,Word,Native,English,3
both,296623,NA,4,Word,Native,English,3
love,165830,NA,4,Word,Native,English,3
cause,79705,NA,5,Word,Native,English,3
volume,40289,NA,6,Word,Native,English,3
hole,25790,NA,4,Word,Native,English,3
instance,26887,NA,8,Word,Native,English,3
sent,91673,NA,4,Word,Native,English,3
offer,98441,NA,5,Word,Native,English,3
official,44245,NA,8,Word,Native,English,3
domain,23877,NA,6,Word,Native,English,3
spell,21472,NA,5,Word,Native,English,3
worth,81429,NA,5,Word,Native,English,3
initial,22660,NA,7,Word,Native,English,3
info,159678,NA,4,Word,Native,English,3
typical,21919,NA,7,Word,Native,English,3
virus,24356,NA,5,Word,Native,English,3
raised,20466,NA,6,Word,Native,English,3
boot,43868,NA,4,Word,Native,English,3
legs,26451,NA,4,Word,Native,English,3
internal,38828,NA,8,Word,Native,English,3
item,35168,NA,4,Word,Native,English,3
could,544756,NA,5,Word,Native,English,3
sorry,93412,NA,5,Word,Native,English,3
stuff,140706,NA,5,Word,Native,English,3
security,62549,NA,8,Word,Native,English,3
chip,35544,NA,4,Word,Native,English,3
board,79617,NA,5,Word,Native,English,3
economic,37730,NA,8,Word,Native,English,3
lets,23648,NA,4,Word,Native,English,3
bill,116919,NA,4,Word,Native,English,3
generation,27089,NA,10,Word,Native,English,3
list,317096,NA,4,Word,Native,English,3
song,59801,NA,4,Word,Native,English,3
themselves,69173,NA,10,Word,Native,English,3
direct,54882,NA,6,Word,Native,English,3
decision,36601,NA,8,Word,Native,English,3
कलेक्शन ,7562,8,10,Word,Trans,English,4
करप्शन ,5954,8,10,Word,Trans,English,4
स्टेशनरी ,5795,8,10,Word,Trans,English,4
ऑपरेशन ,39789,7,9,Word,Trans,English,4
गारंटी ,19243,7,9,Word,Trans,English,4
रिहर्सल ,12185,8,9,Word,Trans,English,4
कंटेनर ,8950,8,9,Word,Trans,English,4
कलेक्टर ,7410,8,9,Word,Trans,English,4
पॉलीथीन ,6084,7,9,Word,Trans,English,4
फुटबाल ,34718,6,8,Word,Trans,English,4
शूटिंग ,19334,6,8,Word,Trans,English,4
इंडस्ट्री ,18963,8,8,Word,Trans,English,4
वर्कशाप ,18918,7,8,Word,Trans,English,4
डिलीवरी ,18164,8,8,Word,Trans,English,4
प्रॉपर्टी ,16360,8,8,Word,Trans,English,4
पॉलीथिन ,15864,7,8,Word,Trans,English,4
प्रेशर ,15107,6,8,Word,Trans,English,4
होर्डिग ,14498,6,8,Word,Trans,English,4
केरोसिन ,14389,7,8,Word,Trans,English,4
शेड्यूल ,13780,6,8,Word,Trans,English,4
कॉमर्स ,13314,6,8,Word,Trans,English,4
रिकवरी ,13152,7,8,Word,Trans,English,4
फोरलेन ,13130,6,8,Word,Trans,English,4
बिजनेस ,12996,7,8,Word,Trans,English,4
फेस्टिवल ,12587,8,8,Word,Trans,English,4
हॉस्पिटल ,12567,8,8,Word,Trans,English,4
केमिकल ,12494,7,8,Word,Trans,English,4
वर्कशॉप ,12118,7,8,Word,Trans,English,4
कैलेंडर ,8740,7,8,Word,Trans,English,4
स्टूडेंट्स ,8489,8,8,Word,Trans,English,4
बाउंड्री ,7642,7,8,Word,Trans,English,4
बाथरूम ,7635,6,8,Word,Trans,English,4
एस्टीमेट ,7539,7,8,Word,Trans,English,4
ड्रेनेज ,7245,8,8,Word,Trans,English,4
रिचार्ज ,7110,8,8,Word,Trans,English,4
ग्रेजुएट ,7052,8,8,Word,Trans,English,4
प्रैक्टिस ,6789,7,8,Word,Trans,English,4
डाउनलोड ,5455,8,8,Word,Trans,English,4
प्राइमरी ,38456,8,7,Word,Trans,English,4
नर्सिग ,38358,6,7,Word,Trans,English,4
एकेडमी ,37519,7,7,Word,Trans,English,4
मीटिंग ,35740,6,7,Word,Trans,English,4
सोसाइटी ,35380,6,7,Word,Trans,English,4
सर्किट ,35013,6,7,Word,Trans,English,4
प्रोग्राम ,34973,8,7,Word,Trans,English,4
नेटवर्क ,33393,7,7,Word,Trans,English,4
ब्रिगेड ,32581,6,7,Word,Trans,English,4
अमेरिका ,31911,7,7,Word,Trans,English,4
कांप्लेक्स ,19976,8,7,Word,Trans,English,4
जस्टिस ,19168,7,7,Word,Trans,English,4
सेशन ,18786,5,7,Word,Trans,English,4
डिप्लोमा ,18763,7,7,Word,Trans,English,4
वर्जन ,18186,7,7,Word,Trans,English,4
रिलीज ,18165,6,7,Word,Trans,English,4
पैकेज ,18134,7,7,Word,Trans,English,4
सर्जरी ,18098,7,7,Word,Trans,English,4
फैक्टरी ,17668,6,7,Word,Trans,English,4
थर्मल ,17445,6,7,Word,Trans,English,4
सेक्शन ,17273,6,7,Word,Trans,English,4
स्पीकर ,16064,6,7,Word,Trans,English,4
मैसेज ,15951,7,7,Word,Trans,English,4
ऑफिसर ,14581,6,7,Word,Trans,English,4
लीकेज ,14416,6,7,Word,Trans,English,4
सुसाइड ,13613,6,7,Word,Trans,English,4
स्टूडेंट ,13290,7,7,Word,Trans,English,4
डिजिटल ,13275,8,7,Word,Trans,English,4
कैशियर ,13232,7,7,Word,Trans,English,4
एडवांस ,12471,6,7,Word,Trans,English,4
मार्शल ,12459,6,7,Word,Trans,English,4
एकाउंट ,12260,6,7,Word,Trans,English,4
ट्यूशन ,9934,6,7,Word,Trans,English,4
लोडिंग ,9748,6,7,Word,Trans,English,4
अकाउंट ,9402,6,7,Word,Trans,English,4
फीडिंग ,9387,6,7,Word,Trans,English,4
कैप्शन ,8525,6,7,Word,Trans,English,4
ब्रिटिश ,8524,6,7,Word,Trans,English,4
रेफरी ,7285,5,7,Word,Trans,English,4
स्टोरेज ,7153,8,7,Word,Trans,English,4
एथलीट ,6091,5,7,Word,Trans,English,4
सेमीनार ,5915,7,7,Word,Trans,English,4
कल्चर ,5826,7,7,Word,Trans,English,4
कटिंग ,5808,6,7,Word,Trans,English,4
कार्टून ,5800,6,7,Word,Trans,English,4
टेंशन ,5510,5,7,Word,Trans,English,4
ब्रांडेड ,5456,7,7,Word,Trans,English,4
पार्टनर ,5396,7,7,Word,Trans,English,4
ड्राइवर ,39302,7,6,Word,Trans,English,4
ग्राउंड ,39057,6,6,Word,Trans,English,4
सीजन ,37396,6,6,Word,Trans,English,4
हेल्थ ,37374,5,6,Word,Trans,English,4
सोशल ,37020,5,6,Word,Trans,English,4
स्ट्रीट ,36053,5,6,Word,Trans,English,4
कैंपस ,34598,5,6,Word,Trans,English,4
इंजन ,33660,6,6,Word,Trans,English,4
मैट्रिक ,30316,6,6,Word,Trans,English,4
ब्रिज ,28384,5,6,Word,Trans,English,4
कैमरा ,19938,5,6,Word,Trans,English,4
स्कूटी ,19184,5,6,Word,Trans,English,4
लैपटाप ,19037,6,6,Word,Trans,English,4
कराटे ,19032,6,6,Word,Trans,English,4
कूलर ,18211,5,6,Word,Trans,English,4
एक्साइज ,18098,7,6,Word,Trans,English,4
रोस्टर ,18044,6,6,Word,Trans,English,4
पैलेस ,17886,6,6,Word,Trans,English,4
बार्डर ,17482,6,6,Word,Trans,English,4
सिग्नल ,17358,6,6,Word,Trans,English,4
डबल ,17211,5,6,Word,Trans,English,4
क्रेडिट ,16755,6,6,Word,Trans,English,4
इलेवन ,16271,6,6,Word,Trans,English,4
सड़कों ,15316,6,6,Word,Trans,English,4
स्लोगन ,14512,6,6,Word,Trans,English,4
सेफ्टी ,13940,5,6,Word,Trans,English,4
अपलोड ,13538,5,6,Word,Trans,English,4
अपडेट ,13469,5,6,Word,Trans,English,4
बोरिंग ,13400,6,6,Word,Trans,English,4
डिटेल ,13299,5,6,Word,Trans,English,4
मिडिल ,12483,5,6,Word,Trans,English,4
सीरीज ,12130,6,6,Word,Trans,English,4
रूटों ,9818,4,6,Word,Trans,English,4
रिटायर ,9797,7,6,Word,Trans,English,4
बैलेट ,9407,6,6,Word,Trans,English,4
टॉपर ,9378,5,6,Word,Trans,English,4
सर्वर ,8865,6,6,Word,Trans,English,4
एस्टेट ,8864,6,6,Word,Trans,English,4
एक्सपर्ट ,8844,7,6,Word,Trans,English,4
ब्यूटी ,8564,5,6,Word,Trans,English,4
स्विच ,7563,5,6,Word,Trans,English,4
होल्डर ,7563,6,6,Word,Trans,English,4
गोल्डन ,7515,6,6,Word,Trans,English,4
अटैक ,7469,4,6,Word,Trans,English,4
रिपेयर ,7459,7,6,Word,Trans,English,4
रिटर्न ,7145,6,6,Word,Trans,English,4
वेंडर ,7103,5,6,Word,Trans,English,4
बटन ,6876,5,6,Word,Trans,English,4
इंडोर ,6782,5,6,Word,Trans,English,4
फिंगर ,6752,6,6,Word,Trans,English,4
माइनिंग ,6714,7,6,Word,Trans,English,4
स्ट्रांग ,6670,6,6,Word,Trans,English,4
लेटर ,6601,5,6,Word,Trans,English,4
मर्डर ,6039,6,6,Word,Trans,English,4
हेल्पर ,5956,6,6,Word,Trans,English,4
रिटेल ,5927,5,6,Word,Trans,English,4
बुलेट ,5779,5,6,Word,Trans,English,4
फिल्टर ,5769,6,6,Word,Trans,English,4
जैकेट ,5579,7,6,Word,Trans,English,4
फ्लाइट ,5514,5,6,Word,Trans,English,4
बॉर्डर ,5490,6,6,Word,Trans,English,4
ऑक्सीजन ,5389,8,6,Word,Trans,English,4
स्मार्ट ,46358,5,5,Word,Trans,English,4
स्टील ,39322,4,5,Word,Trans,English,4
ग्रीन ,39101,4,5,Word,Trans,English,4
टावर ,38357,5,5,Word,Trans,English,4
अवार्ड ,37269,5,5,Word,Trans,English,4
ड्रेस ,37062,5,5,Word,Trans,English,4
रेंज ,36473,5,5,Word,Trans,English,4
वोटर ,35602,5,5,Word,Trans,English,4
मेजर ,35538,6,5,Word,Trans,English,4
प्वाइंट ,34683,6,5,Word,Trans,English,4
क्लास ,33488,4,5,Word,Trans,English,4
ट्रायल ,32781,6,5,Word,Trans,English,4
पर्स ,32366,4,5,Word,Trans,English,4
फोरम ,32349,5,5,Word,Trans,English,4
गाइड ,32001,4,5,Word,Trans,English,4
मेडल ,30630,5,5,Word,Trans,English,4
व‌र्ल्ड ,19950,5,5,Word,Trans,English,4
प्लाजा ,19379,6,5,Word,Trans,English,4
पीस ,18673,3,5,Word,Trans,English,4
फील्ड ,18537,4,5,Word,Trans,English,4
थ्री ,18509,3,5,Word,Trans,English,4
भीड़ ,18124,4,5,Word,Trans,English,4
ब्लैक ,17906,5,5,Word,Trans,English,4
ग्रांट ,17869,5,5,Word,Trans,English,4
फेज ,17451,5,5,Word,Trans,English,4
शार्ट ,17195,4,5,Word,Trans,English,4
बोनस ,17177,5,5,Word,Trans,English,4
ज्वाइंट ,17100,7,5,Word,Trans,English,4
चाइल्ड ,17076,6,5,Word,Trans,English,4
हैप्पी ,16984,5,5,Word,Trans,English,4
साउथ ,16134,4,5,Word,Trans,English,4
क्लर्क ,16109,5,5,Word,Trans,English,4
केबिल ,14100,5,5,Word,Trans,English,4
हार्ट ,14038,4,5,Word,Trans,English,4
फ्रंट ,14035,5,5,Word,Trans,English,4
लीज ,13921,4,5,Word,Trans,English,4
स्टाक ,13842,4,5,Word,Trans,English,4
रेडियो ,13786,6,5,Word,Trans,English,4
इंटक ,13657,5,5,Word,Trans,English,4
स्टॉल ,13393,4,5,Word,Trans,English,4
आर्डर ,13287,5,5,Word,Trans,English,4
प्रिंट ,12478,5,5,Word,Trans,English,4
क्रेन ,12455,5,5,Word,Trans,English,4
नार्थ ,12242,4,5,Word,Trans,English,4
पायलट ,12220,6,5,Word,Trans,English,4
टाइगर ,12131,6,5,Word,Trans,English,4
ड्राफ्ट ,9997,5,5,Word,Trans,English,4
मैडम ,9901,5,5,Word,Trans,English,4
कवर ,9749,5,5,Word,Trans,English,4
फ‌र्स्ट ,9679,5,5,Word,Trans,English,4
स्टाइल ,9676,5,5,Word,Trans,English,4
केबिन ,9671,5,5,Word,Trans,English,4
थ्रो ,9592,3,5,Word,Trans,English,4
चैक ,9543,5,5,Word,Trans,English,4
स्टडी ,9453,5,5,Word,Trans,English,4
शेयर ,9426,5,5,Word,Trans,English,4
मल्टी ,9011,5,5,Word,Trans,English,4
फ्लोर ,8905,5,5,Word,Trans,English,4
कैडर ,8756,5,5,Word,Trans,English,4
माइक्रो ,8494,6,5,Word,Trans,English,4
पॉवर ,7579,5,5,Word,Trans,English,4
ड्रामा ,7565,5,5,Word,Trans,English,4
ड्रिल ,7507,4,5,Word,Trans,English,4
थर्ड ,7408,4,5,Word,Trans,English,4
टोकन ,7275,5,5,Word,Trans,English,4
मेटल ,6703,5,5,Word,Trans,English,4
यंग ,6081,4,5,Word,Trans,English,4
ऑफर ,6075,4,5,Word,Trans,English,4
टॉवर ,6074,5,5,Word,Trans,English,4
क्रॉस ,6053,4,5,Word,Trans,English,4
ब्रेन ,5973,5,5,Word,Trans,English,4
क्राफ्ट ,5918,5,5,Word,Trans,English,4
ऑनर ,5830,4,5,Word,Trans,English,4
स्टार्ट ,5509,5,5,Word,Trans,English,4
साईकिल ,5465,6,5,Word,Trans,English,4
बैंक ,558165,4,4,Word,Trans,English,4
फुट ,38499,3,4,Word,Trans,English,4
बुक ,36936,3,4,Word,Trans,English,4
लिस्ट ,36110,4,4,Word,Trans,English,4
कॉल ,35005,3,4,Word,Trans,English,4
रेस ,34405,4,4,Word,Trans,English,4
फ्री ,34358,3,4,Word,Trans,English,4
डाटा ,34244,4,4,Word,Trans,English,4
हॉल ,33377,3,4,Word,Trans,English,4
गैंग ,33217,4,4,Word,Trans,English,4
डाउन ,32260,4,4,Word,Trans,English,4
फूड ,32083,3,4,Word,Trans,English,4
मेल ,32013,4,4,Word,Trans,English,4
वेस्ट ,31506,5,4,Word,Trans,English,4
स्टार ,29123,4,4,Word,Trans,English,4
सीबीएसई ,29020,7,4,Word,Trans,English,4
कापी ,19571,4,4,Word,Trans,English,4
एंटी ,19518,3,4,Word,Trans,English,4
कोड ,19200,4,4,Word,Trans,English,4
डायट ,18894,5,4,Word,Trans,English,4
लाइफ ,18581,4,4,Word,Trans,English,4
कोल्ड ,18324,5,4,Word,Trans,English,4
ओपन ,18313,4,4,Word,Trans,English,4
ग्रिड ,17897,4,4,Word,Trans,English,4
आर्मी ,17807,4,4,Word,Trans,English,4
वर्क ,17510,4,4,Word,Trans,English,4
टाइम ,17300,4,4,Word,Trans,English,4
हायर ,17286,5,4,Word,Trans,English,4
क्विज ,17249,5,4,Word,Trans,English,4
बेबी ,17091,4,4,Word,Trans,English,4
राइस ,17039,4,4,Word,Trans,English,4
टिप्स ,16709,4,4,Word,Trans,English,4
मेगा ,16709,4,4,Word,Trans,English,4
केयर ,16579,5,4,Word,Trans,English,4
टेक ,16125,4,4,Word,Trans,English,4
प्लॉट ,15928,4,4,Word,Trans,English,4
रूबी ,15914,4,4,Word,Trans,English,4
गाड़ी ,15362,4,4,Word,Trans,English,4
ड्रग ,14569,4,4,Word,Trans,English,4
फर्म ,14387,4,4,Word,Trans,English,4
लिफ्ट ,14131,4,4,Word,Trans,English,4
लैंड ,13949,4,4,Word,Trans,English,4
टेंट ,13931,4,4,Word,Trans,English,4
आर्मी,13928,5,4,Word,Trans,English,4
जीरो ,13657,5,4,Word,Trans,English,4
लीक ,13640,3,4,Word,Trans,English,4
केक ,13284,4,4,Word,Trans,English,4
कैम्प ,13225,5,4,Word,Trans,English,4
लीड ,12403,3,4,Word,Trans,English,4
रिम्स ,12286,4,4,Word,Trans,English,4
गिफ्ट ,12169,4,4,Word,Trans,English,4
एक्सरे ,12106,5,4,Word,Trans,English,4
बेस ,12045,4,4,Word,Trans,English,4
शॉप ,9742,3,4,Word,Trans,English,4
प्ले ,9565,3,4,Word,Trans,English,4
बीयर ,9246,5,4,Word,Trans,English,4
योगा ,9042,4,4,Word,Trans,English,4
फीड ,8959,3,4,Word,Trans,English,4
हैंड ,8931,4,4,Word,Trans,English,4
साइन ,8768,4,4,Word,Trans,English,4
गेम ,8471,4,4,Word,Trans,English,4
फेयर ,7594,5,4,Word,Trans,English,4
हाफ ,7513,3,4,Word,Trans,English,4
पैक ,7488,4,4,Word,Trans,English,4
रेस्ट ,7482,5,4,Word,Trans,English,4
डेस्क ,7469,5,4,Word,Trans,English,4
कैफे ,7165,4,4,Word,Trans,English,4
टूर ,7064,3,4,Word,Trans,English,4
स्कैन ,6815,5,4,Word,Trans,English,4
नेम ,6074,4,4,Word,Trans,English,4
टाइप ,6039,4,4,Word,Trans,English,4
माइंड ,5905,5,4,Word,Trans,English,4
डेट ,5850,4,4,Word,Trans,English,4
रेन ,5846,4,4,Word,Trans,English,4
ईयर ,5827,4,4,Word,Trans,English,4
आइटम ,5823,5,4,Word,Trans,English,4
डायल ,5521,5,4,Word,Trans,English,4
लुक ,5458,3,4,Word,Trans,English,4
बाक्स ,39288,4,3,Word,Trans,English,4
लैब ,38843,4,3,Word,Trans,English,4
आउट ,35457,3,3,Word,Trans,English,4
सेट ,33331,4,3,Word,Trans,English,4
ओपीडी ,31763,5,3,Word,Trans,English,4
बॉक्स ,28897,4,3,Word,Trans,English,4
एयर ,18653,4,3,Word,Trans,English,4
फॉर ,17941,3,3,Word,Trans,English,4
टॉप ,16226,3,3,Word,Trans,English,4
एसएमओ ,15901,5,3,Word,Trans,English,4
फिट ,14511,3,3,Word,Trans,English,4
पीएचडी ,13948,8,3,Word,Trans,English,4
यूजीसी ,13215,7,3,Word,Trans,English,4
आरटीओ ,12492,5,3,Word,Trans,English,4
जॉब ,12388,4,3,Word,Trans,English,4
जिम ,8945,4,3,Word,Trans,English,4
मैक्स ,8734,5,3,Word,Trans,English,4
ऑयल ,7519,4,3,Word,Trans,English,4
वीआईपी ,7119,5,3,Word,Trans,English,4
डॉट ,5955,3,3,Word,Trans,English,4
फैक्स ,5848,5,3,Word,Trans,English,4
टेलीविजन,43307,4,10,Word,Trans,English,4
इलानों,NA,NA,NA,Non_Word,Native,Hindi,5
आइमी,NA,NA,NA,Non_Word,Native,Hindi,5
अल्त,NA,NA,NA,Non_Word,Native,Hindi,5
मनर,NA,NA,NA,Non_Word,Native,Hindi,5
आर्व्स,NA,NA,NA,Non_Word,Native,Hindi,5
सतयन,NA,NA,NA,Non_Word,Native,Hindi,5
शासरों,NA,NA,NA,Non_Word,Native,Hindi,5
वसून,NA,NA,NA,Non_Word,Native,Hindi,5
लक्ष्ठा,NA,NA,NA,Non_Word,Native,Hindi,5
पार्मिनी,NA,NA,NA,Non_Word,Native,Hindi,5
नदिरा,NA,NA,NA,Non_Word,Native,Hindi,5
गुजाहौन,NA,NA,NA,Non_Word,Native,Hindi,5
शतद,NA,NA,NA,Non_Word,Native,Hindi,5
मुचनबद्ध,NA,NA,NA,Non_Word,Native,Hindi,5
दरोल,NA,NA,NA,Non_Word,Native,Hindi,5
अर्यक्ष,NA,NA,NA,Non_Word,Native,Hindi,5
गश्न,NA,NA,NA,Non_Word,Native,Hindi,5
खिंमबाम,NA,NA,NA,Non_Word,Native,Hindi,5
अत्क्षकों,NA,NA,NA,Non_Word,Native,Hindi,5
हटकन,NA,NA,NA,Non_Word,Native,Hindi,5
गद्ती,NA,NA,NA,Non_Word,Native,Hindi,5
लवचार,NA,NA,NA,Non_Word,Native,Hindi,5
